Jukes/Cantor and Kimura subsitution levels adjusted for CpG sites
=================================================================
File: meloidogyne_enterolobii.PRJNA340324.WBPS16.genomic.fa.align
Weighted average Kimura divergence for each repeat family
Class	Repeat	absLen	wellCharLen	Kimura%
LTR/Gypsy	ltr-1_family-45	7977	7925	9.94
LTR/Gypsy	ltr-1_family-47	29635	29081	12.03
LTR/Gypsy	ltr-1_family-59	16186	15539	7.60
LTR/Gypsy	ltr-1_family-65	6600	6412	13.90
LTR/Gypsy	ltr-1_family-67	51734	50041	25.02
LTR/Gypsy	ltr-1_family-68	19806	18982	6.65
LTR/Gypsy	ltr-1_family-69	3250	3015	4.87
LTR/Gypsy	ltr-1_family-71	41003	40525	16.68
LTR/Gypsy	ltr-1_family-77	12954	12378	24.42
LTR/Gypsy	ltr-1_family-79	16693	16040	17.29
LTR/Gypsy	ltr-1_family-8	43576	42864	11.60
LTR/Gypsy	ltr-1_family-81	15107	14834	7.76
LTR/Gypsy	ltr-1_family-83	27901	26406	12.15
LTR/Gypsy	ltr-1_family-85	7225	7134	6.77
LTR/Gypsy	ltr-1_family-92	2506	2503	2.39
LTR/Gypsy	ltr-1_family-96	6185	6138	15.61
LTR/Gypsy	ltr-1_family-97	1466	1403	10.11
LTR/Gypsy	rnd-1_family-0	86372	82058	17.58
LTR/Gypsy	rnd-1_family-158	67938	65342	9.95
LTR/Gypsy	rnd-1_family-168	103840	102547	11.61
LTR/Gypsy	rnd-1_family-247	164253	160713	5.96
LTR/Gypsy	rnd-1_family-270	84640	79485	17.20
LTR/Gypsy	rnd-1_family-358	25625	24803	8.87
LTR/Gypsy	rnd-1_family-690	14582	13885	12.76
LTR/Gypsy	rnd-1_family-8	51831	49112	12.18
LTR/Gypsy	rnd-1_family-836	33294	32081	22.74
LTR/Gypsy	rnd-1_family-871	5178	5140	15.45
LTR/Gypsy	rnd-1_family-98	86375	84241	12.00
LTR/Gypsy	rnd-4_family-753	233445	229701	25.37
LTR/Gypsy	rnd-4_family-982	61271	58763	17.01
LTR/Gypsy	rnd-5_family-1315	27443	25586	7.42
LTR/Gypsy	rnd-5_family-1342	15558	14959	5.55
LTR/Gypsy	rnd-5_family-14199	67405	64265	13.38
LTR/Gypsy	rnd-5_family-2144	43450	42514	11.41
LTR/Gypsy	rnd-5_family-2602	54330	54120	12.20
LTR/Gypsy	rnd-5_family-2947	44818	44038	9.86
LTR/Gypsy	rnd-5_family-4305	71922	69566	9.90
LTR/Gypsy	rnd-5_family-486	24150	23985	8.80
LTR/Gypsy	rnd-5_family-5652	29086	28114	10.61
LTR/Gypsy	rnd-5_family-5807	35727	35152	7.41
LTR/Gypsy	rnd-5_family-609	49698	48479	10.80
LTR/Gypsy	rnd-6_family-1212	43242	41083	15.67
LTR/Gypsy	rnd-6_family-14	27778	27375	19.19
LTR/Gypsy	rnd-6_family-5428	39521	35087	19.81
LTR/Pao	ltr-1_family-106	21797	21429	20.39
LTR/Pao	ltr-1_family-16	63162	62028	19.59
LTR/Pao	ltr-1_family-26	67460	65141	28.57
LTR/Pao	ltr-1_family-29	1813	1742	3.13
LTR/Pao	ltr-1_family-30	61166	60468	18.26
LTR/Pao	ltr-1_family-32	20753	20378	15.87
LTR/Pao	ltr-1_family-34	74459	72497	22.45
LTR/Pao	ltr-1_family-36	26150	25994	8.93
LTR/Pao	ltr-1_family-40	36308	35153	27.01
LTR/Pao	ltr-1_family-49	30155	29435	20.66
LTR/Pao	ltr-1_family-56	57980	57076	23.09
LTR/Pao	ltr-1_family-58	76435	74872	26.42
LTR/Pao	ltr-1_family-73	15883	15439	7.07
LTR/Pao	ltr-1_family-75	60968	59181	17.46
LTR/Pao	ltr-1_family-87	43682	42119	18.71
LTR/Pao	ltr-1_family-99	56762	55381	26.16
LTR/Pao	rnd-1_family-676	56731	54666	24.66
LTR/Pao	rnd-1_family-828	12131	11958	20.79
LTR/Pao	rnd-1_family-833	37363	36741	19.59
LTR/Pao	rnd-1_family-835	27719	26787	23.40
LTR/Pao	rnd-1_family-845	12428	12386	17.36
LTR/Pao	rnd-1_family-879	3239	3104	21.31
LTR/Pao	rnd-4_family-202	72705	69852	16.75
LTR/Pao	rnd-5_family-104	24805	24006	14.68
LTR/Pao	rnd-5_family-1148	96791	91887	10.80
LTR/Pao	rnd-5_family-1169	57020	55951	17.63
LTR/Pao	rnd-5_family-3114	49466	48671	14.86
LTR/Pao	rnd-5_family-3707	92371	90936	12.09
LTR/Pao	rnd-5_family-409	69100	68366	8.60
LTR/Pao	rnd-5_family-6743	12196	11905	13.91
LTR/Pao	rnd-5_family-968	43447	42271	18.79
LTR/Unknown	ltr-1_family-1	13619	12979	8.98
LTR/Unknown	ltr-1_family-100	7543	7363	15.04
LTR/Unknown	ltr-1_family-102	2528	2474	7.65
LTR/Unknown	ltr-1_family-103	51251	49773	13.32
LTR/Unknown	ltr-1_family-107	12284	11670	11.01
LTR/Unknown	ltr-1_family-11	3684	3590	15.47
LTR/Unknown	ltr-1_family-13	11997	11902	6.56
LTR/Unknown	ltr-1_family-15	10628	10411	7.08
LTR/Unknown	ltr-1_family-17	17348	16680	9.10
LTR/Unknown	ltr-1_family-19	35576	35108	10.19
LTR/Unknown	ltr-1_family-21	4813	4731	12.81
LTR/Unknown	ltr-1_family-23	3583	3528	7.32
LTR/Unknown	ltr-1_family-25	1865	1777	4.06
LTR/Unknown	ltr-1_family-27	26458	26004	7.14
LTR/Unknown	ltr-1_family-31	5518	5025	15.05
LTR/Unknown	ltr-1_family-33	4195	4043	12.19
LTR/Unknown	ltr-1_family-35	6966	6886	6.36
LTR/Unknown	ltr-1_family-37	6672	6328	12.44
LTR/Unknown	ltr-1_family-39	2162	1919	7.38
LTR/Unknown	ltr-1_family-41	11970	11708	13.06
LTR/Unknown	ltr-1_family-42	20788	19999	9.17
LTR/Unknown	ltr-1_family-43	21154	20572	14.85
LTR/Unknown	ltr-1_family-46	1806	1796	10.65
LTR/Unknown	ltr-1_family-48	6038	5895	9.38
LTR/Unknown	ltr-1_family-5	21839	21482	14.76
LTR/Unknown	ltr-1_family-50	3150	3089	7.38
LTR/Unknown	ltr-1_family-51	18922	18512	15.29
LTR/Unknown	ltr-1_family-52	10974	10037	9.88
LTR/Unknown	ltr-1_family-53	16291	15724	15.27
LTR/Unknown	ltr-1_family-54	1530	1393	17.49
LTR/Unknown	ltr-1_family-55	2404	2381	7.01
LTR/Unknown	ltr-1_family-57	4195	4087	8.61
LTR/Unknown	ltr-1_family-6	9683	9424	4.50
LTR/Unknown	ltr-1_family-60	1363	1269	9.66
LTR/Unknown	ltr-1_family-61	4774	4500	12.86
LTR/Unknown	ltr-1_family-62	16728	16178	15.55
LTR/Unknown	ltr-1_family-63	7835	7764	9.63
LTR/Unknown	ltr-1_family-64	12903	12729	6.90
LTR/Unknown	ltr-1_family-66	2850	2823	5.93
LTR/Unknown	ltr-1_family-7	1512	1494	8.38
LTR/Unknown	ltr-1_family-70	4197	4146	7.97
LTR/Unknown	ltr-1_family-72	4010	3538	11.62
LTR/Unknown	ltr-1_family-74	3973	3866	3.25
LTR/Unknown	ltr-1_family-76	1111	1108	2.72
LTR/Unknown	ltr-1_family-78	4555	4466	13.22
LTR/Unknown	ltr-1_family-80	9487	9199	9.12
LTR/Unknown	ltr-1_family-82	17902	17353	14.98
LTR/Unknown	ltr-1_family-84	12261	11952	10.66
LTR/Unknown	ltr-1_family-86	2961	2827	10.78
LTR/Unknown	ltr-1_family-88	5434	5114	13.60
LTR/Unknown	ltr-1_family-89	4577	4247	13.35
LTR/Unknown	ltr-1_family-9	5474	5413	8.28
LTR/Unknown	ltr-1_family-90	10837	10131	9.37
LTR/Unknown	ltr-1_family-91	312	293	23.32
LTR/Unknown	ltr-1_family-93	8310	8013	8.81
LTR/Unknown	ltr-1_family-94	138404	130668	15.69
LTR/Unknown	ltr-1_family-95	767	765	9.83
LTR/Unknown	ltr-1_family-98	1117	981	10.73
RC/Helitron	rnd-1_family-189	29764	29334	10.78
RC/Helitron	rnd-3_family-209	97706	93187	14.24
RC/Helitron	rnd-4_family-834	63158	56702	16.47
RC/Helitron	rnd-5_family-152	71165	69907	10.38
RC/Helitron	rnd-5_family-1950	139654	121867	13.76
RC/Helitron	rnd-5_family-236	57390	56086	8.44
RC/Helitron	rnd-5_family-2599	37043	34991	11.52
RC/Helitron	rnd-5_family-268	51306	49915	19.23
RC/Helitron	rnd-5_family-3571	68033	67206	11.46
RC/Helitron	rnd-5_family-441	79127	78572	8.07
RC/Helitron	rnd-5_family-457	93864	92859	15.17
RC/Helitron	rnd-5_family-754	12129	12086	4.04
RC/Helitron	rnd-5_family-995	72310	71623	16.51
SINE/5S	rnd-1_family-822	3507	3500	2.01
Satellite	rnd-1_family-281	5232	4925	8.44
Satellite	rnd-1_family-285	22515	20077	12.51
Satellite	rnd-4_family-2123	429484	363063	15.55
Satellite	rnd-5_family-7593	17204	16672	6.49
Simple_repeat	combined	4459497	4338099	----
rRNA	rnd-5_family-17868	7056	7048	4.49
rRNA	rnd-5_family-899	33614	33517	3.65


Coverage for each repeat class and divergence (Kimura)
Div DNA DNA/CMC-Transib DNA/MULE-MuDR DNA/Maverick DNA/Merlin DNA/PIF-Harbinger DNA/Sola-3 DNA/TcMar-Mariner DNA/TcMar-Tc1 DNA/TcMar-Tc2 DNA/hAT DNA/hAT-Ac DNA/hAT-hAT19 DNA/hAT-hATx LINE/CR1 LINE/L1 LINE/L2 LTR/Caulimovirus LTR/Copia LTR/Gypsy LTR/Pao LTR/Unknown RC/Helitron SINE/5S Satellite Simple_repeat Unknown rRNA 
0 137 0 1285 4592 58 0 0 826 1152 3394 761 3972 253 3191 1526 47 0 0 191 124498 113190 50112 2666 1586 822 0 197787 3940 
1 193 0 3217 21751 1170 0 0 379 3579 3523 998 11457 529 9800 2430 773 0 0 2518 57866 3283 20288 21663 1383 2694 0 400365 12987 
2 1045 0 2600 28721 1404 0 0 1879 10890 3114 6056 21504 1509 5823 6047 1166 0 0 3285 119882 13197 18705 43009 0 2764 0 643452 12050 
3 2285 0 3978 31980 1233 270 0 11849 17683 16596 11643 33669 2758 3481 6809 1546 0 1542 1965 133222 45106 28914 36195 164 4646 0 946556 2424 
4 2390 0 7814 40389 1132 0 0 28344 54117 29787 12674 45354 4873 3492 4829 1512 0 2395 2104 145365 57250 33079 31815 114 3794 0 1152643 2048 
5 4776 486 8909 42729 1567 694 37 26555 74905 26062 12974 45211 9388 4257 14114 2828 0 4713 560 136951 94217 28214 52335 0 3746 0 1300638 290 
6 3263 243 12400 71106 1779 702 33 9486 40118 34545 10885 52279 6341 4457 11863 3486 0 2842 839 137280 67382 29641 54567 53 4119 0 1457634 959 
7 3032 0 10886 68802 647 161 96 17583 31132 34605 7802 48666 9341 9599 17454 4456 0 3750 767 125121 60303 30335 34266 0 4571 0 1519346 623 
8 4238 85 8945 92436 1151 0 81 10162 21739 30959 8628 50700 9640 7664 11670 5633 0 1312 1081 120912 58974 25391 45459 0 7619 0 1573485 1228 
9 2763 0 7440 67154 1603 254 0 11337 15180 34676 11070 52061 10555 7359 11991 8837 0 447 1273 86647 50999 25394 34243 0 9384 0 1611676 548 
10 3265 243 6991 63339 901 618 60 7898 15169 19768 9239 52861 11793 8613 19359 9179 0 320 2087 75568 39987 20374 31316 0 19644 0 1510034 220 
11 3419 535 7413 65430 1042 338 58 3881 11379 20909 8980 45122 12495 9278 9198 8637 0 612 1920 76666 39770 23231 33368 0 27094 0 1420341 138 
12 3669 0 6745 99133 616 159 75 4059 11973 29360 11697 44434 7665 7340 20869 11882 0 0 1493 64300 31319 20156 37508 0 37892 0 1421004 754 
13 4429 243 10673 88074 597 245 157 4458 10859 29808 12332 46152 10448 8222 4569 10893 0 274 593 56208 19073 28862 33559 0 44863 0 1334909 251 
14 4759 0 10727 72216 911 408 38 3419 12574 25262 11125 43894 7307 9526 13240 10258 145 0 607 53724 31120 22613 37077 94 49792 0 1310634 626 
15 6460 338 15155 74429 462 0 73 2256 10676 32776 10937 46543 7924 10190 10602 8230 57 0 1660 54058 29172 36078 41844 60 53692 0 1270236 443 
16 6764 322 21657 76788 988 0 61 2871 13824 31648 11301 46434 6774 10431 6310 10438 0 253 1407 62729 22411 32152 37194 0 54343 0 1245247 62 
17 10757 0 23238 61483 948 0 156 2842 8442 30193 9766 45071 5984 8955 3766 7306 0 578 1574 62934 11128 33565 39455 0 44830 0 1181630 201 
18 9784 783 27291 74503 511 398 137 3371 14515 28296 7682 41748 8417 8553 4333 7562 158 716 727 62937 11740 21629 30210 0 42853 0 1150308 190 
19 12618 542 23953 94548 1990 0 144 3550 16358 27439 9000 39317 6499 9190 3309 8673 136 915 186 67012 10361 22071 34669 9 29303 0 1053832 119 
20 12858 191 28563 95367 348 279 0 2641 9781 25257 5090 31824 7174 9314 13178 6728 158 1791 256 65404 12774 17817 34089 0 19143 0 1028814 85 
21 13310 715 22107 90073 1175 145 118 3230 12966 21939 4805 31280 7701 8689 5546 7651 0 472 533 67344 7553 14836 23579 51 13614 0 970071 243 
22 13562 301 19448 91156 908 297 149 1711 7703 22606 4248 28344 5159 6638 10037 7472 0 470 783 40828 9953 15997 14874 0 8856 0 857540 53 
23 11231 0 15127 68877 707 0 93 1829 9885 17859 2733 24160 4972 3957 15640 5289 161 610 822 40643 5987 13285 10376 0 5995 0 745967 0 
24 11932 8 6825 66584 801 102 14 1399 10211 19115 3103 20143 3828 4520 10044 5390 0 0 329 38738 10571 13236 20783 0 3233 0 663607 0 
25 9940 81 6000 81610 260 0 9 1116 11827 15710 3063 15104 5329 3612 9211 4724 0 0 442 45157 14196 10663 8372 0 2305 0 583892 108 
26 6362 239 4160 74192 544 0 12 1607 9465 14593 1997 14893 4380 3798 15384 2039 214 1276 332 36654 17074 8463 15190 0 1095 0 513155 0 
27 5574 0 3031 65926 638 0 0 1690 9233 14993 856 10957 1840 2039 11577 1150 0 611 272 30709 23013 7270 10333 0 1035 0 440589 0 
28 3834 84 747 78305 462 0 13 1500 15566 10857 606 10765 2675 1469 9682 1009 161 728 260 34923 14877 5004 10505 0 392 0 383583 70 
29 3074 0 430 58260 140 0 0 1086 15075 11024 240 6380 1311 1902 6598 945 162 1849 0 39523 14805 5257 14627 0 165 0 318428 0 
30 1263 0 842 54129 410 0 0 1559 9624 8577 406 4874 1425 1154 10234 1009 182 743 263 43869 20554 4650 5534 0 0 0 259063 0 
31 1859 0 341 43940 88 0 0 812 12658 7659 186 2243 1298 716 10117 0 0 998 0 45699 19671 4117 4261 0 18 0 215261 0 
32 465 0 228 33629 208 0 0 852 11115 6468 0 2185 726 927 6613 84 0 451 272 34156 30548 2258 9329 0 0 0 187488 0 
33 292 0 440 38827 0 0 0 326 7650 5132 108 1778 487 662 10736 251 0 0 0 37668 45169 1221 1805 0 0 0 152442 0 
34 507 0 59 13415 82 0 0 0 6447 5501 80 839 459 701 7081 67 0 0 0 23583 24925 333 138 0 0 0 122515 0 
35 550 0 209 9749 0 0 0 294 6219 3753 0 259 832 418 6152 139 0 186 0 24679 48836 578 407 0 89 0 87099 0 
36 389 0 315 15432 123 0 0 410 7224 2562 0 839 542 0 7619 51 0 0 0 19937 37973 201 909 0 0 0 72843 0 
37 26 0 220 10199 512 0 0 73 1746 2197 0 398 306 80 7041 0 0 0 0 17722 33448 0 784 0 0 0 46419 0 
38 228 0 0 7527 0 0 0 0 3850 3187 0 38 0 151 3551 0 0 116 0 13326 38443 0 0 0 0 0 38710 0 
39 108 0 0 8676 0 0 0 0 712 927 0 107 0 9 4001 0 0 0 0 16607 33396 104 0 0 0 0 30979 0 
40 0 0 0 4399 0 0 0 0 1330 812 0 0 0 0 5362 0 0 0 0 8509 21112 0 0 0 0 0 13398 0 
41 0 0 0 2410 0 0 0 176 628 728 0 0 0 0 1046 0 0 0 0 5407 24653 0 0 0 0 0 10900 0 
42 68 0 0 2500 0 0 0 0 1673 803 0 0 0 0 618 0 0 0 0 5621 18689 0 0 0 0 0 8608 0 
43 0 0 0 1175 0 0 0 0 388 485 0 0 0 0 0 0 0 65 0 4401 13676 0 0 0 0 0 5431 0 
44 0 0 0 271 0 0 0 0 0 0 0 0 0 0 0 0 0 116 0 1978 17895 0 0 0 0 0 3557 0 
45 0 0 59 406 0 0 0 0 0 110 0 0 0 0 0 0 0 0 0 3089 11851 0 0 0 0 0 536 0 
46 123 0 0 0 0 0 0 0 0 135 0 0 0 0 0 0 0 0 0 832 7924 0 0 0 0 0 1982 0 
47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1630 726 0 0 0 0 0 359 0 
48 0 0 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 508 609 0 0 0 0 0 393 0 
49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1808 0 0 0 0 0 308 0 
50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 573 0 0 0 0 0 0 0 
51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 239 0 0 0 0 0 0 403 0 
52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 139 0 
53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 294 466 0 0 0 0 0 0 0 
