Jukes/Cantor and Kimura subsitution levels adjusted for CpG sites
=================================================================
File: globodera_pallida.PRJEB123.WBPS16.genomic.fa.align
Weighted average Kimura divergence for each repeat family
Class	Repeat	absLen	wellCharLen	Kimura%
9 6145 2329 9477 2060 1701 4509 1381 2877 3954 3867 1152 257 2696 246 4090 59103 921 185 116 280 34817 10128 97 707 623 1349 0 3540 6978 1071 7539 6053 1458 8575 0 1443044 218 3871 
10 8252 3025 9520 2184 1583 4546 571 503 4304 2904 1652 1020 3003 848 4783 53882 1741 237 67 271 44631 8027 1153 53 120 1012 0 0 10667 1251 4994 8191 2066 5181 0 1394839 769 2208 
11 9089 4273 11388 2478 2869 4698 1398 96 4205 4182 1316 116 3057 168 2160 45691 1821 115 100 777 43814 10897 1194 0 120 1159 0 268 8729 51 5071 4455 1133 5044 0 1263810 0 1661 
12 10867 4941 12690 2481 1642 12957 627 460 1557 1404 239 848 3697 395 2084 42390 391 85 0 418 47329 8826 292 0 0 586 0 598 11444 272 6842 8936 1969 3133 0 1162958 164 729 
13 11208 4350 13835 2123 1779 9017 1129 92 2117 3157 832 256 3035 0 2262 48119 775 298 0 368 46521 9287 350 0 338 268 0 652 7492 751 4947 19618 946 3099 0 1034277 108 686 
14 7337 5213 13723 1798 2086 7463 1194 620 2205 2186 1923 266 3047 392 3277 44752 1748 289 0 420 47498 6416 275 212 0 589 0 2458 6841 1511 6712 21846 565 2833 0 927138 0 570 
15 9110 4269 12688 1358 2438 6148 1025 542 1305 2138 685 142 2013 68 4398 41198 808 0 0 793 49500 6467 468 0 64 286 0 3433 10005 396 5770 6912 339 1266 0 843352 694 702 
16 10694 3195 12410 1233 1795 10562 527 347 2179 815 895 193 1718 71 2994 35248 1547 45 0 231 40829 6290 0 0 148 289 0 2654 5004 997 7332 3863 757 1675 0 739389 0 430 
17 7412 4451 12857 864 1976 8934 824 127 1564 747 189 1480 2553 0 3242 38313 1445 50 0 218 35889 5822 0 0 0 186 0 154 4958 543 7123 9359 603 2469 0 675229 488 427 
18 4919 3243 9830 295 2437 5286 730 353 1145 1451 438 430 1905 0 2204 30765 1044 0 0 256 35629 2725 0 75 0 312 0 0 6808 1454 5164 6576 345 1307 0 597130 0 535 
19 5785 2729 10360 136 2534 7095 1068 184 829 790 460 1075 962 72 2416 34723 1331 0 0 306 26179 3280 0 1468 77 138 0 395 6426 1040 4129 3832 457 708 0 535211 55 278 
20 2983 2806 9193 440 1628 5846 801 0 1251 276 201 696 1451 93 1090 26943 744 52 0 567 20459 2023 0 217 0 192 0 0 7696 2190 3807 4324 576 1416 0 461178 0 166 
21 3737 2176 10191 99 2356 6384 31 90 827 583 462 508 1505 0 1136 22384 1431 11 0 76 21078 1484 368 88 0 56 0 129 8173 443 3444 2780 86 869 0 415949 409 257 
22 2156 2098 7465 38 1481 5807 446 875 606 385 87 694 1016 0 794 16853 695 0 0 146 14276 863 141 0 0 123 0 0 8297 1463 3298 4509 17 766 0 335322 0 113 
23 1482 2056 7924 44 979 8494 842 233 497 220 467 214 809 77 976 14371 702 0 0 0 12688 897 0 0 0 0 0 174 3924 896 3225 322 361 525 0 278164 145 52 
24 1013 2129 5175 51 1166 8040 276 540 327 0 0 0 1418 26 544 11435 503 6 0 112 7643 731 85 0 0 45 0 0 3504 984 3198 3040 299 755 0 234635 0 220 
25 239 1054 5117 79 472 891 335 127 293 0 0 0 1540 50 475 8908 396 77 0 0 6911 488 0 139 0 22 0 0 4691 0 1935 3069 249 117 0 170903 312 161 
26 241 1130 4735 84 1096 8337 476 84 239 0 0 152 1402 0 239 6098 391 0 0 0 5604 182 1240 353 0 44 0 87 2411 1221 1090 1145 163 169 0 163753 0 0 
27 69 1072 2849 25 309 3656 192 210 0 0 0 166 1227 0 269 4535 90 0 0 173 2943 147 0 0 140 0 0 0 2526 1138 555 949 170 33 0 134951 0 343 
28 67 1112 3024 183 872 3816 326 0 0 0 0 74 822 0 10 3431 495 0 0 0 4579 360 299 0 0 0 0 0 1989 464 1595 861 0 87 0 118273 729 0 
29 179 432 1902 0 412 4446 77 228 175 0 0 177 1375 0 190 2771 10 0 0 69 2788 128 204 0 0 0 0 0 7206 629 538 464 0 89 0 90045 0 268 
30 37 63 936 0 1172 4635 813 56 0 0 0 0 710 0 88 1922 325 0 0 53 4944 0 269 0 100 0 0 226 2208 880 561 228 204 0 0 70924 229 379 
31 0 87 478 0 300 6839 374 149 64 0 0 0 825 0 0 1401 99 0 0 0 1143 68 198 111 0 0 132 0 3874 474 403 778 0 0 0 62922 0 154 
32 0 118 660 0 1078 5648 936 293 0 0 0 139 221 0 0 1181 379 0 0 0 685 0 0 955 0 0 94 0 10212 329 126 567 144 62 0 49520 0 247 
33 0 0 279 0 688 10651 0 0 0 0 0 0 313 0 0 984 239 0 0 0 400 148 0 190 0 0 0 0 2416 500 221 959 0 246 0 36479 208 131 
34 0 101 579 0 537 11144 1274 292 49 0 0 101 370 0 0 488 344 0 0 0 340 0 0 0 0 0 0 0 4326 66 170 1107 89 125 0 35089 0 80 
35 0 107 192 0 495 7465 274 157 0 0 0 133 318 26 74 808 527 0 0 0 188 0 0 0 0 0 199 0 5866 1269 53 1403 0 0 0 27362 0 0 
36 0 0 0 0 374 10416 376 0 31 0 0 132 117 0 84 1489 310 0 0 0 1451 214 0 137 0 0 0 0 2455 98 47 1180 0 0 0 21096 0 124 
37 0 48 0 0 0 9135 190 0 0 0 0 0 295 0 0 362 291 0 0 0 1044 0 0 317 0 0 101 0 5758 1507 0 987 0 0 0 13774 0 0 
38 0 0 0 0 0 3532 165 77 0 0 0 0 426 0 0 126 0 0 0 0 0 0 0 0 0 0 0 0 3579 780 0 366 0 0 0 11577 0 0 
39 0 141 0 0 0 4448 0 0 0 0 0 0 23 0 0 121 96 0 0 0 0 0 0 0 0 0 0 0 1421 2181 0 137 0 0 0 9658 0 0 
40 0 0 0 0 0 1898 0 0 0 0 0 0 305 0 0 115 0 0 0 0 0 0 0 0 0 0 0 371 3063 4750 0 471 0 0 0 6619 0 76 
41 0 0 0 0 0 2784 0 0 0 0 0 0 0 0 0 180 196 0 0 0 336 109 0 0 0 0 0 0 5994 4804 0 0 0 0 0 3149 0 0 
42 0 0 0 0 0 3090 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2475 5305 0 0 0 0 0 2951 0 0 
43 0 0 0 0 0 2421 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4417 3587 0 0 0 0 0 2088 0 0 
44 0 0 0 0 0 1540 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 187 0 2326 1695 0 0 0 0 0 1158 0 0 
45 0 0 0 0 0 217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 276 0 0 0 0 1929 2617 0 0 0 0 0 621 0 0 
46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 645 0 0 0 0 0 0 0 0 0 0 0 0 549 379 0 0 0 0 0 268 0 0 
47 0 0 0 0 0 631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1980 1177 0 0 0 0 0 615 0 0 
48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2420 0 0 0 0 0 0 0 0 0 
49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
50 0 0 0 0 0 392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 
51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 151 0 0 0 0 0 0 0 0 
52 0 0 0 0 0 444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
