#This file gives summary info for total, by class and by class/fam
#See file globodera_pallida.PRJEB123.WBPS16.genomic.fa.out.parseRM.all-repeats.light.tab for more info about repeats one by one
#Overlap or double corresponds to DNA fragments that are masked by several elements. These amounts need to be subtracted in order to get more accurate TE amount
#In file globodera_pallida.PRJEB123.WBPS16.genomic.fa.out.parseRM.overlaps-all.tab, all overlaps are listed.
#In file globodera_pallida.PRJEB123.WBPS16.genomic.fa.out.parseRM.overlaps-if-diff-TEs.tab, all overlaps by DIFFERENT CLASSES are listed.
#Note that these files may not be parsed correctly if names are not formatted consistently (Rname#Rclass/Rfam)

#TOTAL
AMOUNT		PERCENTAGE
masked	in-double	masked_minus_in-double	%masked	%in-double	%masked_minus_%in-double
28452216	2936759	25515457	27.4544125555374	2.83376848967362	24.6206440658638


#SUMMARY OF OVERLAPS
Masked_by:	Amount	%
Same: class (all)	1979894	1.910460214847
Same: class (but NOT same family)	11915	0.0114971475543145
Same: class/fam	1967979	1.89896306729268
Same: name#class/fam	142719	0.137713923777106
Different: class	956865	0.923308274826619


#DETAILS BY CLASS
	AMOUNT			PERCENTAGE_OF_GENOME
class_name	masked	in_double[same_class]	in_double[same_class/family]	masked	in_double[same_class]	in_double[same_class/family]
DNA/CMC-Transib	256273	6986	6986	0.247285647938468	0.00674100485224014	0.00674100485224014
DNA/Ginger-1	50737	2001	2001	0.0489576815327953	0.00193082603912575	0.00193082603912575
DNA/MULE-MuDR	65224	113	113	0.0629366304727327	0.000109037152634288	0.000109037152634288
DNA/Maverick	297397	1182	1182	0.286967452052914	0.00114054791516574	0.00114054791516574
DNA/Merlin	28340	1138	1138	0.0273461319084577	0.00109809097077716	0.00109809097077716
DNA/PIF-HarbS	14503	4	4	0.013994387828806	3.85972221714294e-06	3.85972221714294e-06
DNA/Sola-2	42199	6	6	0.0407191044603037	5.7895833257144e-06	5.7895833257144e-06
DNA/Sola-3	36576	70	70	0.035293299953555	6.75451388000014e-05	6.75451388000014e-05
DNA/TcMar-Mariner	36614	79	79	0.0353299673146179	7.6229513788573e-05	7.6229513788573e-05
DNA/TcMar-Tc1	12195	0	0	0.0117673281095145	0	0
DNA/TcMar-Tc2	56916	464	464	0.0549199874277268	0.00044772777718858	0.00044772777718858
DNA/Zisupton	7541	0	0	0.00727654130986872	0	0
DNA/hAT	77714	163	163	0.0749886130957615	0.000157283680348575	0.000157283680348575
DNA/hAT-Ac	1019160	24212	24212	0.983418623705848	0.0233628985803662	0.0233628985803662
DNA/hAT-Blackjack	37361	63	63	0.0360507704386693	6.07906249200012e-05	6.07906249200012e-05
DNA/hAT-Charlie	3949	149	149	0.00381051075887436	0.000143774652588574	0.000143774652588574
DNA/hAT-Tag1	2622	227	227	0.00253004791333719	0.000219039235822862	0.000219039235822862
DNA/hAT-Tip100	9476	0	0	0.00914368193241161	0	0
DNA/hAT-hAT19	795472	1988	1988	0.767575237878781	0.00191828194192004	0.00191828194192004
DNA/hAT-hATx	160335	249	249	0.154712140421403	0.000240267708017148	0.000240267708017148
LINE/CR1	15181	0	0	0.0146486107446117	0	0
LINE/L1-Tx1	12404	0	0	0.0119689985953602	0	0
LINE/R1	8236	4	4	0.0079471680450973	3.85972221714294e-06	3.85972221714294e-06
LTR/Copia	20042	90	90	0.0193391381689947	8.6843749885716e-05	8.6843749885716e-05
LTR/DIRS	2064	0	0	0.00199161666404575	0	0
LTR/ERV1	27305	57	57	0.026347428784772	5.50010415942868e-05	5.50010415942868e-05
LTR/Gypsy	351614	3216	3216	0.339283091914624	0.00310321666258292	0.00310321666258292
LTR/Pao	94724	71	71	0.0914020818241618	6.85100693542871e-05	6.85100693542871e-05
LTR/Unknown	188617	586	586	0.182002306357712	0.00056544930481144	0.00056544930481144
Low_complexity	600371	1065	1065	0.57931632180708	0.00102765104031431	0.00102765104031431
RC/Helitron	204143	84	84	0.196983818143553	8.10541665600016e-05	8.10541665600016e-05
SINE/tRNA-Deu	35048	19	19	0.0338188860666064	1.83336805314289e-05	1.83336805314289e-05
Satellite	116612	236	236	0.112522481796368	0.000227723610811433	0.000227723610811433
Simple_repeat	1954785	5360	5360	1.88623177355944	0.00517202777097153	0.00517202777097153
Unknown	21497668	1914155	1914155	20.7437566990907	1.84702664513881	1.84702664513881
rRNA	10638	0	0	0.0102649312364916	0	0
snRNA	48624	177	177	0.0469187832715895	0.000170792708108575	0.000170792708108575
